0.00558528,0.0060887,0.000012,0.000001
0.006068,0.004378,0.000008,0.000002
0.006378,0.003115,0.000032,0.000006
0.006396,0.003161,0.000060,0.000007
0.005929,0.004451,0.000023,0.000001
0.005580,0.006104,0.000010,0.000001
0.006426,0.003039,0.000018,0.000001
0.005909,0.004841,0.000030,0.000005
0.005930,0.004449,0.000029,0.000005
0.005749,0.005534,0.000012,0.000001
0.005936,0.004563,0.000025,0.000002
0.006392,0.003149,0.000008,0.000001
0.005962,0.004577,0.000018,0.000002
0.008269,-0.003663,0.000008,0.000001
0.009029,-0.006332,0.000008,0.000001
0.009209,-0.007093,0.000017,0.000002
0.009195,-0.006926,0.000018,0.000005
0.009198,-0.007061,0.000036,0.000004
0.008999,-0.006310,0.000019,0.000002
0.007977,-0.002965,0.000029,0.000001
0.009170,-0.006909,0.000019,0.000002
0.008957,-0.006422,0.000007,0.000002
0.009233,-0.007193,0.000011,0.000003
0.009001,-0.006674,0.000019,0.000006
0.009162,-0.007066,0.000024,0.000001
0.008411,-0.004153,0.000013,0.000002
0.008409,-0.004172,0.000018,0.000002
0.009236,-0.007189,0.000036,0.000003
0.009216,-0.007299,0.000023,0.000007
0.009037,-0.006379,0.000037,0.000004
0.009212,-0.007091,0.000031,0.000004
0.006763,0.001747,0.000032,0.000002
0.007266,-0.001127,0.000025,0.000009
0.007282,-0.001172,0.000015,0.000001
0.007646,-0.001439,0.000012,0.000003
0.007291,-0.001217,0.000025,0.000009
0.007279,-0.001172,0.000025,0.000009
0.006736,0.001733,0.000033,0.000003
0.007610,-0.001448,0.000008,0.000002
0.007303,-0.001262,0.000025,0.000008
0.007866,-0.002326,0.000022,0.000002
0.007291,-0.001217,0.000025,0.000009
0.007849,-0.002332,0.000022,0.000003
0.006761,0.001746,0.000036,0.000004
0.006736,0.001733,0.000042,0.000003
0.007627,-0.001396,0.000009,0.000003
0.007864,-0.002326,0.000028,0.000004
0.007848,-0.002333,0.000022,0.000002
0.006960,0.000776,0.000029,0.000005
0.007303,-0.001262,0.000023,0.000009
0.009494,-0.008386,0.000016,0.000003
0.010277,0.010774,0.000020,0.000002
